"","okved","total_index","foiv","impact"
"6502","Производство и распределение электроэнергии, газа и воды",91.1111111111111,"ФАС","Средняя"
"6503","Информационные технологии",55.5555555555556,"Минцифры","Средняя"
"6504","Производство машин и оборудования",94.3396226415094,"Минпромторг","Высокая"
"6505","Финансовая деятельность",41.5094339622642,"Минфин","Высокая"
"6506","Производство и распределение электроэнергии, газа и воды",28.8888888888889,"ФАС","Средняя"
"6507","Транспорт",88.8888888888889,"МЧС","Средняя"
"6508","Финансовая деятельность",32.0754716981132,"Минфин","Высокая"
"6509","Финансовая деятельность",62.2222222222222,"Минфин","Средняя"
"6510","Финансовая деятельность",64.4444444444444,"Минфин","Средняя"
"6511","Финансовая деятельность",28.3018867924528,"Минфин","Высокая"
"6512","Добыча полезных ископаемых, кроме топливно-энергетических",88.8888888888889,"Минприроды","Средняя"
"6513","Сельское хозяйство",73.3333333333333,"Минсельхоз","Средняя"
"6514","Лесное хозяйство",77.7777777777778,"Минприроды","Средняя"
"6515","Лесное хозяйство",82.2222222222222,"Минприроды","Средняя"
"6516","Финансовая деятельность",59.2592592592593,"Минфин","Низкая"
"6517","Производство и распределение электроэнергии, газа и воды",80,"Минэнерго","Средняя"
"6518","Рыболовство, рыбоводство",100,"Минсельхоз","Средняя"
"6519","Государственное управление",83.0188679245283,"Все остальные","Высокая"
"6520","Государственное управление",81.1320754716981,"Все остальные","Высокая"
"6521","Строительство",80,"Минстрой","Средняя"
"6522","Государственное управление",88.8888888888889,"ФНС","Низкая"
"6523","Государственное управление",85.1851851851852,"Минкультуры","Низкая"
"6524","Транспорт",80,"Минтранс","Средняя"
"6525","Строительство",80,"Минстрой","Средняя"
"6526","Транспорт",66.6666666666667,"Минтранс","Средняя"
"6527","Финансовая деятельность",73.3333333333333,"Минфин","Средняя"
"6528","Сельское хозяйство",82.2222222222222,"Минсельхоз","Средняя"
"6529","Транспорт",40.7407407407407,"Минтранс","Низкая"
"6530","Рыболовство, рыбоводство",91.1111111111111,"Минсельхоз","Средняя"
"6531","Транспорт",73.3333333333333,"Минтранс","Средняя"
"6532","Внешнеэкономическая деятельность",85.1851851851852,"ФТС","Низкая"
"6533","Финансовая деятельность",60,"Минфин","Средняя"
"6534","Государственное управление",91.1111111111111,"МЧС","Средняя"
"6535","Рыболовство, рыбоводство",97.7777777777778,"Все остальные","Средняя"
"6536","Государственное управление",16.9811320754717,"Минэкономразвития","Высокая"
"6537","Финансовая деятельность",57.7777777777778,"Минфин","Средняя"
"6538","Транспорт",88.8888888888889,"Минтранс","Низкая"
"6539","Оптовая и розничная торговля",26.4150943396226,"Росалкогольрегулирование","Высокая"
"6540","Оптовая и розничная торговля",86.6666666666667,"Минпромторг","Средняя"
"6541","Сельское хозяйство",81.1320754716981,"Минсельхоз","Высокая"
"6542","Прочие производства",81.1320754716981,"Минсельхоз","Высокая"
"6543","Финансовая деятельность",49.0566037735849,"Минфин","Высокая"
"6544","Государственное управление",86.6666666666667,"ФАС","Средняя"
"6545","Транспорт",84.4444444444444,"Минтранс","Средняя"
"6546","Строительство",86.7924528301887,"Минстрой","Высокая"
"6547","Государственное управление",86.7924528301887,"Минстрой","Высокая"
"6548","Транспорт",92.5925925925926,"Минтранс","Низкая"
"6549","Государственное управление",93.3333333333333,"Минпромторг","Средняя"
"6550","Обеспечение военной безопасности",93.3333333333333,"Минпромторг","Средняя"
"6551","Корпоративное управление",93.3333333333333,"Минпромторг","Средняя"
"6552","Строительство",80,"Минстрой","Средняя"
"6553","Финансовая деятельность",85.1851851851852,"Минфин","Низкая"
"6554","Финансовая деятельность",55.5555555555556,"Минфин","Средняя"
"6555","Строительство",77.7777777777778,"Минстрой","Средняя"
"6556","Операции с недвижимым имуществом, аренда и предоставление услуг",48.8888888888889,"Минэкономразвития","Средняя"
"6557","Финансовая деятельность",43.3962264150943,"Минфин","Высокая"
"6558","Оптовая и розничная торговля",33.9622641509434,"Росалкогольрегулирование","Высокая"
"6559","Добыча полезных ископаемых, кроме топливно-энергетических",86.6666666666667,"Минприроды","Средняя"
"6560","Финансовая деятельность",48.8888888888889,"Минфин","Средняя"
"6561","Оптовая и розничная торговля",92.5925925925926,"Минпромторг","Низкая"
"6562","Производство обуви",92.5925925925926,"Минпромторг","Низкая"
"6563","Финансовая деятельность",46.6666666666667,"Минфин","Средняя"
"6564","Транспорт",88.8888888888889,"Минтранс","Средняя"
"6565","Финансовая деятельность",62.2222222222222,"ФНС","Средняя"
"6566","Государственное управление",62.2222222222222,"ФНС","Средняя"
"6567","Финансовая деятельность",37.7777777777778,"Минфин","Средняя"
"6568","Государственное управление",64.1509433962264,"Все остальные","Высокая"
"6569","Транспорт",68.8888888888889,"Минтранс","Средняя"
"6570","Государственное управление",55.5555555555556,"Все остальные","Низкая"
"6571","Транспорт",80,"Минтранс","Средняя"
"6572","Сельское хозяйство",81.1320754716981,"Минсельхоз","Высокая"
"6573","Прочие производства",81.1320754716981,"Минсельхоз","Высокая"
"6574","Операции с недвижимым имуществом, аренда и предоставление услуг",28.8888888888889,"Минэкономразвития","Средняя"
"6575","Финансовая деятельность",57.7777777777778,"Минфин","Средняя"
"6576","Лесное хозяйство",88.8888888888889,"Минприроды","Средняя"
"6577","Рыболовство, рыбоводство",97.7777777777778,"Минсельхоз","Средняя"
"6578","Государственное управление",57.7777777777778,"МЧС","Средняя"
"6579","Государственное управление",92.5925925925926,"Минпромторг","Низкая"
"6580","Финансовая деятельность",73.3333333333333,"Минфин","Средняя"
"6581","Прочие производства",100,"Минприроды","Низкая"
"6582","Сельское хозяйство",74.0740740740741,"Минсельхоз","Низкая"
"6583","Государственное управление",37.7777777777778,"Минэкономразвития","Средняя"
"6584","Транспорт",92.5925925925926,"Минтранс","Низкая"
"6585","Строительство",84.9056603773585,"Минстрой","Высокая"
"6586","Государственное управление",84.9056603773585,"Минстрой","Высокая"
"6587","Государственное управление",44.4444444444444,"ФТС","Средняя"
"6588","Государственное управление",77.3584905660377,"ФАС","Высокая"
"6589","Транспорт",85.1851851851852,"Минтранс","Низкая"
"6590","Здравоохранение",84.9056603773585,"Минздрав","Высокая"
"6591","Прочие производства",100,"Минприроды","Низкая"
"6592","Государственное управление",74.0740740740741,"ФНС","Низкая"
"6593","Государственное управление",74.0740740740741,"ФНС","Низкая"
"6594","Транспорт",88.8888888888889,"МЧС","Средняя"
"6595","Государственное управление",74.0740740740741,"ФНС","Низкая"
"6596","Транспорт",88.8888888888889,"МЧС","Средняя"
"6597","Финансовая деятельность",47.1698113207547,"Минфин","Высокая"
"6598","Здравоохранение",90.5660377358491,"Минздрав","Высокая"
"6599","Строительство",66.6666666666667,"Минстрой","Низкая"
"6600","Государственное управление",66.6666666666667,"Минстрой","Низкая"
"6601","Финансовая деятельность",35.8490566037736,"Минфин","Высокая"
"6602","Транспорт",80,"Минтранс","Средняя"
"6603","Рыболовство, рыбоводство",88.8888888888889,"Минсельхоз","Средняя"
"6604","Рыболовство, рыбоводство",97.7777777777778,"Минсельхоз","Средняя"
"6605","Транспорт",69.811320754717,"МВД","Высокая"
"6606","Средства массовой информации",33.3333333333333,"Минцифры","Средняя"
"6607","Обеспечение военной безопасности",18.5185185185185,"Минобороны","Низкая"
"6608","Государственное управление",92.5925925925926,"Минспорт","Низкая"
"6609","Финансовая деятельность",46.6666666666667,"Минфин","Средняя"
"6610","Обеспечение военной безопасности",18.5185185185185,"Минобороны","Низкая"
"6611","Государственное управление",80,"ФТС","Средняя"
"6612","Оптовая и розничная торговля",82.2222222222222,"Минпромторг","Средняя"
"6613","Связь",40,"Минцифры","Средняя"
"6614","Транспорт",73.3333333333333,"Минтранс","Средняя"
"6615","Транспорт",37.7777777777778,"Минтранс","Средняя"
"6616","Здравоохранение",62.2641509433962,"Минздрав","Высокая"
"6617","Внешнеэкономическая деятельность",62.962962962963,"ФТС","Низкая"
"6618","Производство машин и оборудования",95.5555555555556,"Минпромторг","Средняя"
"6619","Здравоохранение",54.7169811320755,"Минздрав","Высокая"
"6620","Государственное управление",84.4444444444444,"МЧС","Средняя"
"6621","Транспорт",20.7547169811321,"ФАС","Высокая"
"6622","Транспорт",88.8888888888889,"Минтранс","Низкая"
"6623","Прочие производства",84.4444444444444,"Ростехнадзор","Средняя"
"6624","Связь",37.7777777777778,"Минцифры","Средняя"
"6625","Средства массовой информации",37.7777777777778,"Минцифры","Средняя"
"6626","Государственное управление",80,"МЧС","Средняя"
"6627","Лесное хозяйство",0,"Минприроды","Высокая"
"6628","Транспорт",11.3207547169811,"Минтранс","Высокая"
"6629","Связь",96.2962962962963,"Минцифры","Низкая"
"6630","Производство машин и оборудования",90.5660377358491,"Минстрой","Высокая"
"6631","Строительство",90.5660377358491,"Минстрой","Высокая"
"6632","Финансовая деятельность",49.0566037735849,"Минфин","Высокая"
"6633","Информационные технологии",82.2222222222222,"МЧС","Средняя"
"6634","Транспорт",64.4444444444444,"Минтранс","Средняя"
"6635","Транспорт",88.8888888888889,"Минтранс","Средняя"
"6636","Транспорт",88.8888888888889,"МЧС","Средняя"
"6637","Транспорт",88.8888888888889,"МЧС","Средняя"
"6638","Производство машин и оборудования",93.3333333333333,"Минпромторг","Средняя"
"6639",NA,31.1111111111111,"ФТС","Средняя"
"6640","Сельское хозяйство",86.7924528301887,"Минприроды","Высокая"
"6641","Охота",86.7924528301887,"Минприроды","Высокая"
"6642","Лесное хозяйство",86.7924528301887,"Минприроды","Высокая"
"6643","Финансовая деятельность",70.3703703703704,"Минфин","Низкая"
"6644","Транспорт",64.4444444444444,"Минтранс","Средняя"
"6645","Охота",44.4444444444444,"Минприроды","Средняя"
"6646","Прочие производства",84.4444444444444,"Ростехнадзор","Средняя"
"6647","Производство и распределение электроэнергии, газа и воды",42.2222222222222,"Минэнерго","Средняя"
"6648","Финансовая деятельность",55.5555555555556,"Минфин","Средняя"
"6649","Транспорт",73.3333333333333,"Минтранс","Средняя"
"6650","Сельское хозяйство",86.6666666666667,"Минтруд","Средняя"
"6651","Государственное управление",86.6666666666667,"Минтруд","Средняя"
"6652","Транспорт",73.3333333333333,"Минтранс","Средняя"
"6653","Государственное управление",83.0188679245283,"Роспотребнадзор","Высокая"
"6654","Здравоохранение",84.4444444444444,"Минздрав","Средняя"
"6655","Производство и распределение электроэнергии, газа и воды",73.3333333333333,"Минэнерго","Средняя"
"6656","Экология",77.7777777777778,"Минприроды","Средняя"
"6657","Государственное управление",96.2962962962963,"Ростехнадзор","Низкая"
"6658","Государственное управление",91.1111111111111,"Ростехнадзор","Средняя"
"6659","Государственное управление",37.7358490566038,"Все остальные","Высокая"
"6660","Строительство",92.5925925925926,"Минстрой","Низкая"
"6661","Государственное управление",92.5925925925926,"Минстрой","Низкая"
"6662","Оптовая и розничная торговля",88.8888888888889,"Минпромторг","Низкая"
"6663","Производство обуви",88.8888888888889,"Минпромторг","Низкая"
"6664","Финансовая деятельность",64.4444444444444,"Минфин","Средняя"
"6665","Государственное управление",40.7407407407407,"Минэкономразвития","Низкая"
"6666","Экология",84.4444444444444,"Минприроды","Средняя"
"6667","Прочие производства",46.6666666666667,"Роспотребнадзор","Средняя"
"6668","Здравоохранение",44.4444444444444,"Роспотребнадзор","Средняя"
"6669","Производство и распределение электроэнергии, газа и воды",83.0188679245283,"Минэнерго","Высокая"
"6670","Транспорт",77.7777777777778,"Минтранс","Средняя"
"6671","Финансовая деятельность",73.3333333333333,"Минфин","Средняя"
"6672","Государственное управление",86.7924528301887,"МЧС","Высокая"
"6673","Строительство",88.6792452830189,"Минстрой","Высокая"
"6674","Государственное управление",88.6792452830189,"Минстрой","Высокая"
"6675","Здравоохранение",31.1111111111111,"Роспотребнадзор","Средняя"
"6676","Прочие производства",40,"Роспотребнадзор","Средняя"
"6677","Государственное управление",60,"ФНС","Средняя"
"6678","Операции с недвижимым имуществом, аренда и предоставление услуг",73.3333333333333,"Минэкономразвития","Средняя"
"6679","Добыча топливно-энергетических полезных ископаемых",60.377358490566,"Минприроды","Высокая"
"6680","Нефтепродукты",60.377358490566,"Минприроды","Высокая"
"6681","Государственное управление",88.8888888888889,"Все остальные","Средняя"
"6682","Персональные данные",77.7777777777778,"Ростехнадзор","Низкая"
"6683","Персональные данные",77.7777777777778,"Ростехнадзор","Низкая"
"6684","Транспорт",80,"Минтранс","Средняя"
"6685","Производство и распределение электроэнергии, газа и воды",40,"Минэнерго","Средняя"
"6686","Прочие производства",93.3333333333333,"Ростехнадзор","Средняя"
"6687","Лесное хозяйство",2.22222222222222,"Минприроды","Средняя"
"6688","Финансовая деятельность",28.3018867924528,"Минфин","Высокая"
"6689","Финансовая деятельность",45.2830188679245,"Минфин","Высокая"
"6690","Финансовая деятельность",85.1851851851852,"Минфин","Низкая"
"6691","Персональные данные",81.4814814814815,"Ростехнадзор","Низкая"
"6692","Финансовая деятельность",74.0740740740741,"Минфин","Низкая"
"6693","Финансовая деятельность",55.5555555555556,"Минфин","Низкая"
"6694","Производство и распределение электроэнергии, газа и воды",40,"Минэнерго","Средняя"
"6695","Образование",44.4444444444444,"Минтранс","Средняя"
"6696","Транспорт",82.2222222222222,"Минтранс","Средняя"
"6697","Образование",37.7777777777778,"Минтранс","Средняя"
"6698","Регистрация права собственности и постановка на кадастровый учет",41.5094339622642,"Росреестр","Высокая"
"6699","Добыча топливно-энергетических полезных ископаемых",93.3333333333333,"Ростехнадзор","Средняя"
"6700","Прочие производства",93.3333333333333,"Ростехнадзор","Средняя"
"6701","Финансовая деятельность",66.6666666666667,"Минфин","Низкая"
"6702","Транспорт",80,"Минтранс","Средняя"
"6703","Государственное управление",91.1111111111111,"Минпромторг","Средняя"
"6704","Транспорт",37.7777777777778,"Минтранс","Средняя"
"6705","Строительство",77.7777777777778,"Минстрой","Средняя"
"6706","Государственное управление",30.188679245283,"Минэкономразвития","Высокая"
"6707","Нефтепродукты",97.7777777777778,"Ростехнадзор","Средняя"
"6708","Прочие производства",97.7777777777778,"Ростехнадзор","Средняя"
"6709","Рыболовство, рыбоводство",97.7777777777778,"Минсельхоз","Средняя"
"6710","Государственное управление",86.6666666666667,"МЧС","Средняя"
"6711","Производство и распределение электроэнергии, газа и воды",88.8888888888889,"Ростехнадзор","Средняя"
"6712","Производство и распределение электроэнергии, газа и воды",88.8888888888889,"Ростехнадзор","Средняя"
"6713","Финансовая деятельность",84.4444444444444,"Минэкономразвития","Средняя"
"6714","Государственное управление",85.1851851851852,"ФТС","Низкая"
"6715","Финансовая деятельность",88.8888888888889,"Минэкономразвития","Средняя"
"6716","Государственное управление",84.4444444444444,"Минстрой","Средняя"
"6717","Предоставление прочих коммунальных, социальных и персональных услуг",84.4444444444444,"Минстрой","Средняя"
"6718","Налоговое администрирование",66.6666666666667,"ФНС","Низкая"
"6719","Строительство",96.2962962962963,"Минстрой","Низкая"
"6720","Государственное управление",88.8888888888889,"Минпромторг","Средняя"
"6721","Государственное управление",88.8888888888889,"Минпромторг","Средняя"
"6722","Финансовая деятельность",92.5925925925926,"Минфин","Низкая"
"6723","Прочие производства",97.7777777777778,"Ростехнадзор","Средняя"
"6724","Финансовая деятельность",55.5555555555556,"Минфин","Низкая"
"6725","Финансовая деятельность",74.0740740740741,"Минфин","Низкая"
"6726","Рыболовство, рыбоводство",100,"Минсельхоз","Низкая"
"6727","Государственное управление",92.4528301886792,"Минпромторг","Высокая"
"6728","Добыча полезных ископаемых, кроме топливно-энергетических",81.1320754716981,"Минприроды","Высокая"
"6729","Добыча топливно-энергетических полезных ископаемых",86.6666666666667,"Минприроды","Средняя"
"6730","Добыча полезных ископаемых, кроме топливно-энергетических",86.6666666666667,"Минприроды","Средняя"
"6731","Рыболовство, рыбоводство",95.5555555555556,"Минсельхоз","Средняя"
"6732","Государственное управление",84.4444444444444,"ФАС","Средняя"
"6733","Производство и распределение электроэнергии, газа и воды",82.2222222222222,"Минэнерго","Средняя"
"6734","Финансовая деятельность",73.3333333333333,"Минфин","Средняя"
"6735","Государственное управление",91.1111111111111,"Минприроды","Средняя"
"6736","Государственное управление",48.1481481481481,"Росреестр","Низкая"
"6737","Финансовая деятельность",84.4444444444444,"Минфин","Средняя"
"6738","Государственное управление",53.3333333333333,"ФТС","Средняя"
"6739","Сельское хозяйство",88.8888888888889,"Минсельхоз","Средняя"
"6740","Финансовая деятельность",73.3333333333333,"Минфин","Средняя"
"6741","Транспорт",22.2222222222222,"Минтранс","Средняя"
"6742","Сельское хозяйство",0,"Минсельхоз","Высокая"
"6743","Операции с недвижимым имуществом, аренда и предоставление услуг",91.1111111111111,"Минэкономразвития","Средняя"
"6744","Финансовая деятельность",92.5925925925926,"ФНС","Низкая"
"6745","Сельское хозяйство",84.4444444444444,"Минсельхоз","Средняя"
"6746","Государственное управление",86.6666666666667,"Минпромторг","Средняя"
"6747","Финансовая деятельность",73.3333333333333,"Минфин","Средняя"
"6748","Оптовая и розничная торговля",95.5555555555556,"Минпромторг","Средняя"
"6749","Строительство",86.6666666666667,"Минстрой","Средняя"
"6750","Сельское хозяйство",84.4444444444444,"Все остальные","Средняя"
"6751","Финансовая деятельность",92.5925925925926,"ФНС","Низкая"
"6752","Производство пищевых продуктов, включая напитки, и табака",100,"Минсельхоз","Низкая"
"6753","Лесное хозяйство",73.3333333333333,"Минприроды","Средняя"
"6754","Предоставление прочих коммунальных, социальных и персональных услуг",88.8888888888889,"МЧС","Средняя"
"6755","Финансовая деятельность",60,"Минфин","Средняя"
"6756","Финансовая деятельность",66.0377358490566,"Минфин","Высокая"
"6757","Сельское хозяйство",86.7924528301887,"Минсельхоз","Высокая"
"6758","Сельское хозяйство",86.7924528301887,"Минсельхоз","Высокая"
"6759","Финансовая деятельность",50.9433962264151,"Минфин","Высокая"
"6760","Добыча топливно-энергетических полезных ископаемых",92.5925925925926,"Минэнерго","Низкая"
"6761","Финансовая деятельность",81.4814814814815,"Минфин","Низкая"
"6762","Рыболовство, рыбоводство",93.3333333333333,"Минвостокразвития","Средняя"
"6763","Строительство",56.6037735849057,"Минстрой","Высокая"
"6764","Финансовая деятельность",92.5925925925926,"ФНС","Низкая"
"6765","Производство машин и оборудования",86.6666666666667,"Минпромторг","Средняя"
"6766","Здравоохранение",88.8888888888889,"Минтруд","Средняя"
"6767","Рыболовство, рыбоводство",97.7777777777778,"Минсельхоз","Средняя"
"6768","Прочие производства",81.4814814814815,"Минприроды","Низкая"
"6769","Сельское хозяйство",97.7777777777778,"Минсельхоз","Средняя"
"6770","Химическое производство",96.2962962962963,"Минпромторг","Низкая"
"6771","Здравоохранение",71.1111111111111,"Минздрав","Средняя"
"6772","Добыча топливно-энергетических полезных ископаемых",88.8888888888889,"Ростехнадзор","Средняя"
"6773","Добыча полезных ископаемых, кроме топливно-энергетических",88.8888888888889,"Ростехнадзор","Средняя"
"6774","Сельское хозяйство",91.1111111111111,"Ростехнадзор","Средняя"
"6775","Прочие производства",91.1111111111111,"Ростехнадзор","Средняя"
"6776","Производство и распределение электроэнергии, газа и воды",91.1111111111111,"Ростехнадзор","Средняя"
"6777","Лесное хозяйство",85.1851851851852,"Минприроды","Низкая"
"6778","Сельское хозяйство",75.4716981132076,"Минсельхоз","Высокая"
"6779","Транспорт",93.3333333333333,"Минтранс","Средняя"
"6780","Прочие производства",82.2222222222222,"Ростехнадзор","Средняя"
"6781","Финансовая деятельность",66.6666666666667,"Минфин","Низкая"
"6782","Государственное управление",84.4444444444444,"Минпромторг","Средняя"
"6783","Сельское хозяйство",91.1111111111111,"Ростехнадзор","Средняя"
"6784","Прочие производства",91.1111111111111,"Ростехнадзор","Средняя"
"6785","Производство и распределение электроэнергии, газа и воды",91.1111111111111,"Ростехнадзор","Средняя"
"6786","Государственное управление",28.8888888888889,"Минэкономразвития","Средняя"
"6787","Транспорт",86.6666666666667,"Минтранс","Средняя"
"6788","Транспорт",92.5925925925926,"Минтранс","Низкая"
"6789","Лесное хозяйство",82.2222222222222,"Минприроды","Средняя"
"6790","Лесное хозяйство",82.2222222222222,"Минприроды","Средняя"
"6791","Лесное хозяйство",86.6666666666667,"Минприроды","Средняя"
"6792","Сельское хозяйство",91.1111111111111,"Ростехнадзор","Средняя"
"6793","Прочие производства",91.1111111111111,"Ростехнадзор","Средняя"
"6794","Производство и распределение электроэнергии, газа и воды",91.1111111111111,"Ростехнадзор","Средняя"
"6795","Производство пищевых продуктов, включая напитки, и табака",97.7777777777778,"Росалкогольрегулирование","Средняя"
"6796","Операции с недвижимым имуществом, аренда и предоставление услуг",46.6666666666667,"Минэкономразвития","Средняя"
"6797","Сельское хозяйство",97.7777777777778,"Минсельхоз","Средняя"
"6798","Производство пищевых продуктов, включая напитки, и табака",97.7777777777778,"Минсельхоз","Средняя"
"6799","Транспорт",80,"Минтранс","Средняя"
"6800","Транспорт",80,"Минтранс","Средняя"
"6801","Транспорт",35.5555555555556,"МВД","Средняя"
"6802","Транспорт",96.2962962962963,"Минтранс","Низкая"
"6803","Государственное управление",93.3333333333333,"Все остальные","Средняя"
"6804","Строительство",84.9056603773585,"Минстрой","Высокая"
"6805","Здравоохранение",71.1111111111111,"Все остальные","Средняя"
"6806","Охота",40,"Минприроды","Средняя"
"6807","Транспорт",92.5925925925926,"Минтранс","Низкая"
"6808","Транспорт",92.5925925925926,"Минтранс","Низкая"
"6809","Охота",40,"Минприроды","Средняя"
"6810","Сельское хозяйство",91.1111111111111,"Все остальные","Средняя"
"6811","Транспорт",91.1111111111111,"Минтранс","Средняя"
"6812","Транспорт",42.2222222222222,"Минтранс","Средняя"
"6813","Государственное управление",96.2962962962963,"МЧС","Низкая"
"6814","Производство транспортных средств",93.3333333333333,"Минпромторг","Средняя"
"6815","Рыболовство, рыбоводство",93.3333333333333,"Минсельхоз","Средняя"
"6816","Производство и распределение электроэнергии, газа и воды",95.5555555555556,"Ростехнадзор","Средняя"
"6817","Строительство",37.7358490566038,"Минпромторг","Высокая"
"6818","Транспорт",95.5555555555556,"Минтранс","Средняя"
"6819","Государственное управление",81.4814814814815,"ФНС","Низкая"
"6820","Производство пищевых продуктов, включая напитки, и табака",92.5925925925926,"Росалкогольрегулирование","Низкая"
"6821","Финансовая деятельность",74.0740740740741,"Минстрой","Низкая"
"6822","Прочие производства",77.7777777777778,"Минспорт","Низкая"
"6823","Прочие производства",81.4814814814815,"Все остальные","Низкая"
"6824","Финансовая деятельность",71.1111111111111,"Минфин","Средняя"
"6825","Рыболовство, рыбоводство",100,"Минсельхоз","Средняя"
"6826","Операции с недвижимым имуществом, аренда и предоставление услуг",35.5555555555556,"Росреестр","Средняя"
"6827","Транспорт",77.7777777777778,"Минтранс","Средняя"
"6828","Экология",92.5925925925926,"Минприроды","Низкая"
"6829","Сельское хозяйство",88.8888888888889,"Ростехнадзор","Средняя"
"6830","Производство пищевых продуктов, включая напитки, и табака",88.8888888888889,"Ростехнадзор","Средняя"
"6831","Обработка древесины и производство изделий из дерева",88.8888888888889,"Ростехнадзор","Средняя"
"6832","Прочие производства",88.8888888888889,"Ростехнадзор","Средняя"
"6833","Оптовая и розничная торговля",66.6666666666667,"Росалкогольрегулирование","Низкая"
"6834","Рыболовство, рыбоводство",97.7777777777778,"Минсельхоз","Средняя"
"6835","Транспорт",85.1851851851852,"Минтранс","Низкая"
"6836","Государственное управление",74.0740740740741,"ФНС","Низкая"
"6837","Государственное управление",83.0188679245283,"МЧС","Высокая"
"6838","Транспорт",88.8888888888889,"Минтранс","Средняя"
"6839","Прочие производства",92.4528301886792,"Ростехнадзор","Высокая"
"6840","Строительство",77.7777777777778,"Минстрой","Средняя"
"6841","Рыболовство, рыбоводство",37.7358490566038,"Минтранс","Высокая"
"6842","Транспорт",37.7358490566038,"Минтранс","Высокая"
"6843","Производство пищевых продуктов, включая напитки, и табака",0,"Минпромторг","Средняя"
"6844","Государственное управление",0,"Минпромторг","Средняя"
"6845","Сельское хозяйство",88.8888888888889,"Минсельхоз","Средняя"
"6846","Рыболовство, рыбоводство",100,"Минсельхоз","Средняя"
"6847","Строительство",75.4716981132076,"Минстрой","Высокая"
"6848","Государственное управление",75.4716981132076,"Минстрой","Высокая"
"6849","Государственное управление",100,"Минтруд","Низкая"
"6850","Сельское хозяйство",37.7777777777778,"Минсельхоз","Средняя"
"6851","Финансовая деятельность",52.8301886792453,"Минфин","Высокая"
"6852","Сельское хозяйство",33.3333333333333,"Минсельхоз","Средняя"
"6853","Государственное управление",55.5555555555556,"Минэкономразвития","Низкая"
"6854","Государственное управление",20,"Все остальные","Средняя"
"6855","Лесное хозяйство",57.7777777777778,"Минприроды","Средняя"
"6856","Финансовая деятельность",48.8888888888889,"Минфин","Средняя"
"6857","Государственное управление",33.9622641509434,"МЧС","Высокая"
"6858","Государственное управление",91.1111111111111,"Ростехнадзор","Средняя"
"6859","Здравоохранение",40,"Роспотребнадзор","Средняя"
"6860","Государственное управление",22.2222222222222,"Все остальные","Средняя"
"6861","Государственное управление",22.2222222222222,"Все остальные","Средняя"
"6862","Государственное управление",22.2222222222222,"Все остальные","Средняя"
"6863","Операции с недвижимым имуществом, аренда и предоставление услуг",37.7777777777778,"Росреестр","Средняя"
"6864","Транспорт",93.3333333333333,"Минтранс","Средняя"
"6865","Здравоохранение",82.2222222222222,"Минздрав","Средняя"
"6866","Связь",59.2592592592593,"Минцифры","Низкая"
"6867","Финансовая деятельность",86.7924528301887,"ФНС","Высокая"
"6868","Налоговое администрирование",86.7924528301887,"ФНС","Высокая"
"6869","Финансовая деятельность",86.7924528301887,"ФНС","Высокая"
"6870","Налоговое администрирование",86.7924528301887,"ФНС","Высокая"
"6871","Государственное управление",86.6666666666667,"ФТС","Средняя"
"6872","Гостиницы и рестораны",22.2222222222222,"Все остальные","Средняя"
"6873","Связь",48.1481481481481,"Минцифры","Низкая"
"6874","Транспорт",71.1111111111111,"Минтранс","Средняя"
"6875","Добыча топливно-энергетических полезных ископаемых",91.1111111111111,"Ростехнадзор","Средняя"
"6876","Добыча полезных ископаемых, кроме топливно-энергетических",91.1111111111111,"Ростехнадзор","Средняя"
"6877","Прочие производства",93.3333333333333,"Минприроды","Средняя"
"6878","Экология",93.3333333333333,"Минприроды","Средняя"
"6879","Обеспечение военной безопасности",96.2962962962963,"Минобороны","Низкая"
"6880","Экология",92.5925925925926,"Минприроды","Низкая"
"6881","Средства массовой информации",59.2592592592593,"Минцифры","Низкая"
"6882","Государственное управление",22.2222222222222,"Все остальные","Средняя"
"6883","Государственное управление",22.2222222222222,"Все остальные","Средняя"
"6884","Сельское хозяйство",71.1111111111111,"Минсельхоз","Средняя"
"6885","Государственное управление",88.8888888888889,"Минэкономразвития","Низкая"
"6886","Здравоохранение",84.9056603773585,"Минздрав","Высокая"
"6887","Государственное управление",22.2222222222222,"Все остальные","Средняя"
"6888","Добыча полезных ископаемых, кроме топливно-энергетических",58.4905660377358,"Минвостокразвития","Высокая"
"6889","Государственное управление",80,"Роспотребнадзор","Средняя"
"6890","Здравоохранение",81.4814814814815,"Минздрав","Низкая"
"6891","Добыча топливно-энергетических полезных ископаемых",79.2452830188679,"Минприроды","Высокая"
"6892","Экология",84.4444444444444,"Минприроды","Средняя"
"6893","Сельское хозяйство",88.8888888888889,"Минсельхоз","Средняя"
"6894","Государственное управление",100,"ФАС","Низкая"
"6895","Транспорт",48.8888888888889,"Минтранс","Средняя"
"6896","Строительство",80,"Минстрой","Средняя"
"6897","Транспорт",96.2962962962963,"Минтранс","Низкая"
"6898","Сельское хозяйство",35.8490566037736,"Минсельхоз","Высокая"
"6899","Средства массовой информации",55.5555555555556,"Минцифры","Низкая"
"6900","Средства массовой информации",59.2592592592593,"Минцифры","Низкая"
"6901","Финансовая деятельность",51.8518518518519,"Минфин","Низкая"
"6902","Государственное управление",59.2592592592593,"Роспотребнадзор","Низкая"
